#UF;MUNICIPIO;NOME_FANTASIA;NOME_RAZAO_SOCIAL;NU_CNPJ;CNES;DT_CADASTRO_PJ;CATEGORIA;SUB_CATEGORIA;NU_CNPJ_MANTENEDORA;TP_CLASSIFICACAO
99;NÃO INFORMADO / SEM INFORMAÇÃO;ACG CLINIC;ACG CLINIC LTDA;60259169000192;;07/13/2026 00:00:00.000000;Estabelecimento de Assistência a Saúde;Núcleo de Segurança do Paciente;;
99;NÃO INFORMADO / SEM INFORMAÇÃO;ALMEIDA E CUNHA LABORATORIO DE ANALISES CLINICAS;LABORATORIO ALMEIDA E CUNHA LTDA.;20686310000119;;05/23/2025 00:00:00.000000;Estabelecimento de Assistência a Saúde;Núcleo de Segurança do Paciente;;
99;NÃO INFORMADO / SEM INFORMAÇÃO;CLINICA DR. PAULO GODOI;COSTA E SILVA & GODOI LTDA;37490385000122;;06/08/2026 00:00:00.000000;Estabelecimento de Assistência a Saúde;Núcleo de Segurança do Paciente;;
99;NÃO INFORMADO / SEM INFORMAÇÃO;CLINICA HUMANIZE;CLINICA BASILIO & FURTADO LTDA;60611901000141;;05/09/2026 00:00:00.000000;Ambulatorio;Núcleo de Segurança do Paciente;;
99;NÃO INFORMADO / SEM INFORMAÇÃO;CLINICA MENTE LIVRE;CLINICAMENTE LIVRE LTDA;64705971000110;8431051;08/10/2026 00:00:00.000000;Estabelecimento de Assistência a Saúde;Núcleo de Segurança do Paciente;;
99;NÃO INFORMADO / SEM INFORMAÇÃO;CLINICA UNIVARIZES;CLINICA UNIVARIZES ESTETICA LTDA;50935756000109;5531640;07/09/2026 00:00:00.000000;Estabelecimento de Assistência a Saúde;Núcleo de Segurança do Paciente;;Instituição
99;NÃO INFORMADO / SEM INFORMAÇÃO;CLINICA UNIVISAO;UNIVISAO CONSULTAS LTDA;59273693000139;;04/16/2025 00:00:00.000000;Ambulatorio;Núcleo de Segurança do Paciente;;
99;NÃO INFORMADO / SEM INFORMAÇÃO;ENDOCURY;MARIA EMILIA GONCALVES CURY PEREIRA LTDA;32836501000107;8475040;08/03/2026 00:00:00.000000;Estabelecimento de Assistência a Saúde;Núcleo de Segurança do Paciente;;Instituição
99;NÃO INFORMADO / SEM INFORMAÇÃO;HOSPITAL ESPIRITA DE MARILIA;HOSPITAL ESPIRITA DE MARILIA;52050010000135;;08/13/2001 00:00:00.000000;Hospital;Núcleo de Segurança do Paciente;;
99;NÃO INFORMADO / SEM INFORMAÇÃO;INSTITUTO ALVES CENTRO CLINICO E ESTETICA;AESTHETIC ALVES LTDA;46424034000104;8458200;07/23/2026 00:00:00.000000;Ambulatorio;Núcleo de Segurança do Paciente;;
99;NÃO INFORMADO / SEM INFORMAÇÃO;JORGE FIAMENGUI ODONTOLOGIA AVANCADA;JORGE FIAMENGUI ODONTOLOGIA AVANCADA LTDA;39684441000195;;02/03/2026 00:00:00.000000;Estabelecimento de Assistência a Saúde;Núcleo de Segurança do Paciente;;
99;NÃO INFORMADO / SEM INFORMAÇÃO;LABORVIDA;LABORVIDA CENTRO MEDICO E DIAGNOSTICOS LTDA;10831173000105;;07/05/2026 00:00:00.000000;Estabelecimento de Assistência a Saúde;Núcleo de Segurança do Paciente;;
99;NÃO INFORMADO / SEM INFORMAÇÃO;SAUDE LIVRE VACINAS;UROGIN VACINAS E INJETAVEIS LTDA;52273668000106;;06/04/2026 00:00:00.000000;Estabelecimento de Assistência a Saúde;Núcleo de Segurança do Paciente;;
99;NÃO INFORMADO / SEM INFORMAÇÃO;UNICA SAUDE INTEGRAL;UNICA SAUDE INTEGRAL LTDA;25098342000117;9469273;05/11/2026 00:00:00.000000;Estabelecimento de Assistência a Saúde;Núcleo de Segurança do Paciente;;
99;NÃO INFORMADO / SEM INFORMAÇÃO;;JESSICA FRANCA - ESTETICA PERSONALIZADA LTDA;49466595000164;;03/02/2026 00:00:00.000000;Estabelecimento de Assistência a Saúde;Núcleo de Segurança do Paciente;;
99;NÃO INFORMADO / SEM INFORMAÇÃO;;INSTITUTO NEFROBOM;64038933000150;7333145;07/13/2026 00:00:00.000000;Estabelecimento de Assistência a Saúde;Núcleo de Segurança do Paciente;;
99;NÃO INFORMADO / SEM INFORMAÇÃO;;NATAL LIFE HOME CARE LTDA;34771227000152;;06/22/2026 00:00:00.000000;Ambulatorio;Núcleo de Segurança do Paciente;;
99;NÃO INFORMADO / SEM INFORMAÇÃO;;TALARICO SERVICOS MEDICOS LTDA;36688370000100;;08/12/2026 00:00:00.000000;Empresa;Núcleo de Segurança do Paciente;;
99;NÃO INFORMADO / SEM INFORMAÇÃO;;DESPERTARE CENTRO INTEGRADO LTDA;53855103000108;4511484;06/12/2026 00:00:00.000000;Estabelecimento de Assistência a Saúde;Núcleo de Segurança do Paciente;;Instituição
99;NÃO INFORMADO / SEM INFORMAÇÃO;;CENTRO DE TERAPIAS SEMENTES DA LUZ LTDA;51199845000199;;06/04/2026 00:00:00.000000;Estabelecimento de Assistência a Saúde;Núcleo de Segurança do Paciente;;
99;NÃO INFORMADO / SEM INFORMAÇÃO;;DURKS & PERTILE LTDA;15260579000107;;06/26/2026 00:00:00.000000;Laboratório de Análises Clínicas;Núcleo de Segurança do Paciente;;
99;NÃO INFORMADO / SEM INFORMAÇÃO;;ASLM COMERCIO E SERVICOS ODONTOLOGICOS LTDA;55998643000168;;08/18/2026 00:00:00.000000;Estabelecimento de Assistência a Saúde;Núcleo de Segurança do Paciente;;
99;NÃO INFORMADO / SEM INFORMAÇÃO;;NEFROLOGIA E TERAPIA RENAL VEREDAS LTDA;39221433000102;4814185;06/11/2025 00:00:00.000000;Estabelecimento de Assistência a Saúde;Núcleo de Segurança do Paciente;;
99;NÃO INFORMADO / SEM INFORMAÇÃO;;INSTITUTO DE CLINICAS E ENDOSCOPIA LTDA;00798837000128;3504913;07/23/2026 00:00:00.000000;Estabelecimento de Assistência a Saúde;Núcleo de Segurança do Paciente;;
AC;ACRELÂNDIA;CLEANDENT;CLINICA ODONTOLOGICA MINHANELLI LTDA;41331402000156;8414572;05/25/2026 00:00:00.000000;Estabelecimento de Assistência a Saúde;Núcleo de Segurança do Paciente;;
AC;ACRELÂNDIA;CONSULTORIO PSICOLOGICO ARTHUR;CONSULTORIO PSICOLOGICO ARTHUR LTDA;57415240000174;4850238;02/21/2025 00:00:00.000000;Estabelecimento de Assistência a Saúde;Núcleo de Segurança do Paciente;;Empresa privada
AC;ACRELÂNDIA;TEEA;CENTRO MULTIDISCIPLINAR TEEA LTDA;54779306000117;;05/04/2026 00:00:00.000000;Estabelecimento de Assistência a Saúde;Núcleo de Segurança do Paciente;;
AC;ASSIS BRASIL;HOSPITAL SAO CAMILO;SOCIEDADE BENEFICENTE SAO CAMILO;60975737009299;;10/21/2025 00:00:00.000000;Estabelecimento de Assistência a Saúde;Núcleo de Segurança do Paciente;60975737000151;Instituição
AC;BRASILÉIA;HOSPITAL DE CLINICAS RAIMUNDO CHAAR;HOSPITAL DE CLINICAS RAIMUNDO CHAAR;;2001500;05/13/2022 00:00:00.000000;Hospital Sentinela;Núcleo de Segurança do Paciente;63602940000170;Hospital
AC;BRASILÉIA;HOSPITAL RAIMUNDO CHAAR;HOSPITAL RAIMUNDO CHAAR;04034526000909;2001500;09/05/2023 00:00:00.000000;Hospital;Núcleo de Segurança do Paciente;;Hospital
AC;CRUZEIRO DO SUL;CLINICA RENAL DE RIO BRANCO;A M COMERCIO E REPRESENTAÇÕES LTDA;09663726000189;9549838;07/03/2012 00:00:00.000000;Estabelecimento de Assistência a Saúde;Núcleo de Segurança do Paciente;;Hospital
AC;CRUZEIRO DO SUL;HOSPITAL REGIONAL DO JURUA IRMA TERESINHA REICHERT;SECRETARIA DE ESTADO DE SAÚDE DO ACRE;;5336171;04/30/2026 00:00:00.000000;Hospital;Núcleo de Segurança do Paciente;04034526000143;Hospital
AC;CRUZEIRO DO SUL;Hospital Regional do Jurua;Associação Nossa Senhora de saude;;5336171;04/17/2018 00:00:00.000000;Hospital;Núcleo de Segurança do Paciente;04034526000143;Hospital
AC;CRUZEIRO DO SUL;Hospital Regional do Juruá;Associação Nossa Senhora da Saúde;08563756000231;;05/12/2009 00:00:00.000000;Estabelecimento de Assistência a Saúde;Núcleo de Segurança do Paciente;;Hospital
AC;RIO BRANCO;ALERGOYMUNE; Alergo Imuni Clinica de Alergia e Imunização LTDA;09599285000101;6076017;05/28/2016 00:00:00.000000;Laboratório de saúde pública;Núcleo de Segurança do Paciente;;Instituição
AC;RIO BRANCO;CLINICA RENAL DE RIO BRANCO;CLINICA RENAL DE RIO BRANCO SERVIÇOS MEDICOS LTDA;;9879900;05/19/2025 00:00:00.000000;Estabelecimento de Assistência a Saúde;Núcleo de Segurança do Paciente;09663726000189;Hospital
AC;RIO BRANCO;Complexo Hospitalar Unimed Rio Branco;Unimed Rio Branco cooperativa de trabalho medico LYDA;;8244138;06/26/2026 00:00:00.000000;Hospital;Núcleo de Segurança do Paciente;84313741001194;Hospital
AC;RIO BRANCO;FUNDHACRE;FUNDACAO HOSPITAL ESTADUAL DO ACRE;63602940000170;2001586;03/02/2006 00:00:00.000000;Hospital;Núcleo de Segurança do Paciente;;Hospital
AC;RIO BRANCO;FUNDHACRE;FUNDACAO HOSPITAL ESTADUAL DO ACRE;63602940000170;2001586;03/02/2006 00:00:00.000000;Hospital Sentinela;Núcleo de Segurança do Paciente;;Hospital
AC;RIO BRANCO;FUNDHACRE;FUNDACAO HOSPITAL ESTADUAL DO ACRE;63602940000170;2001586;03/02/2006 00:00:00.000000;Visa Estadual;Núcleo de Segurança do Paciente;;Hospital
AC;RIO BRANCO;HOSPITAL DE SAUDE MENTAL DO ACRE ;Secretaria de Estado de Saúde;04034526000577;;07/07/2008 00:00:00.000000;Hospital;Núcleo de Segurança do Paciente;04034526000143;Hospital
AC;RIO BRANCO;HOSPITAL INFANTIL YOLANDA COSTA E SILVA¿ HOSPITAL DA CRIANÇA;HOSPITAL INFANTIL YOLANDA COSTA E SILVA¿ HOSPITAL DA CRIANÇA;04034526000496;2000385;02/07/2007 00:00:00.000000;Hospital;Núcleo de Segurança do Paciente;04034526000143;Hospital
AC;RIO BRANCO;HOSPITAL INFANTIL YOLANDA COSTA E SILVA¿ HOSPITAL DA CRIANÇA;HOSPITAL INFANTIL YOLANDA COSTA E SILVA¿ HOSPITAL DA CRIANÇA;04034526000496;2000385;02/07/2007 00:00:00.000000;Hospital Sentinela;Núcleo de Segurança do Paciente;04034526000143;Hospital
AC;RIO BRANCO;HOSPITAL SANTA JULIANA;OBRAS SOCIAIS DA DIOCESE DE RIO BRANCO;00529443000336;2002078;10/24/2007 00:00:00.000000;Hospital;Núcleo de Segurança do Paciente;00529443000174;Hospital
AC;RIO BRANCO;Hospital de Urgência e Emergência de Rio Branco;Hospital Geral de Clínicas de Rio Branco;;2001578;06/17/2014 00:00:00.000000;Hospital;Núcleo de Segurança do Paciente;04034526000143;Hospital
AC;RIO BRANCO;MEDHELP;LEMOS E SOUSA COMERCIO E SERVIÇOS LTDA;48482770000144;;06/27/2023 00:00:00.000000;Estabelecimento de Assistência a Saúde;Núcleo de Segurança do Paciente;;Empresa privada
AC;RIO BRANCO;MEDICINARTE DIAGNOSTICOS POR IMAGEM;MEDICINARTE DIAGNOSTICOS POR IMAGEM LTDA;44818412000109;;08/08/2023 00:00:00.000000;Ambulatorio;Núcleo de Segurança do Paciente;;Empresa privada
AC;RIO BRANCO;Maternidade e Clínica de Mulheres Bárbara Heliodora;MATERNIDADE E CLÍNICA DE MULHERES BÁRBARA HELIODORA;04034526000305;2000733;07/02/2007 00:00:00.000000;Hospital;Núcleo de Segurança do Paciente;04034526000143;Hospital
AC;RIO BRANCO;OBESOCLIN;OBESOCLIN LTDA - ME;28342552000105;8630503;02/27/2018 00:00:00.000000;Estabelecimento de Assistência a Saúde;Núcleo de Segurança do Paciente;;Instituição
AC;RIO BRANCO;SESACRE;Secretaria de Estado de Saúde;;5786592;05/29/2014 00:00:00.000000;Hospital;Núcleo de Segurança do Paciente;04034526000143;Instituição
AC;RIO BRANCO;ULTRACLINICA;J. V. S. MACHADO & CIA LTDA;28400672000103;4090969;06/26/2023 00:00:00.000000;Estabelecimento de Assistência a Saúde;Núcleo de Segurança do Paciente;;Hospital
AC;RIO BRANCO;UNIMED PRONTO ATENDIMENTO;UNIMED RIO BRANCO COOPERATIVA DE TRABALHO MEDICO LTDA;84313741000201;2002019;02/19/2016 00:00:00.000000;Estabelecimento de Assistência a Saúde;Núcleo de Segurança do Paciente;;Hospital
AC;RIO BRANCO;UPA 24H  2° DISTRITO;UNIDADE DE PRONTO ATENDIMENTO;;6439837;04/18/2016 00:00:00.000000;Estabelecimento de Assistência a Saúde;Núcleo de Segurança do Paciente;04034526000143;Instituição
AC;RIO BRANCO;UPA 24h do 2º Distrito;Unidade de Pronto Atendimento 24h do 2º Distrito;04034526003169;6439837;12/09/2015 00:00:00.000000;Estabelecimento de Assistência a Saúde;Núcleo de Segurança do Paciente;;Hospital
AC;RIO BRANCO;UPA DA CIDADE DO POVO DR EDILBERTO PARIGOT DE SOUZ;SECRETARIA DE ESTADO DE SAUDE;;7540868;05/08/2025 00:00:00.000000;Secretaria Estadual de Saúde;Núcleo de Segurança do Paciente;04034526000143;Instituição
AC;RIO BRANCO;UPA da Sobral;UPA Sobral Franco Silva;;7530684;02/21/2017 00:00:00.000000;Secretaria Estadual de Saúde;Núcleo de Segurança do Paciente;04034526000143;Instituição
AC;SENA MADUREIRA;HOSPITAL JOÃO CÂNCIO FERNANDES - HEMONUCLEO DE SENA MADUREIRA;HOSPITAL JOAO CANCIO FERNANDES;04034526001468;2000865;03/02/2006 00:00:00.000000;Hospital;Núcleo de Segurança do Paciente;;Hospital
AC;SENA MADUREIRA;secretaria de saude;secretaria municipal de saude;;6596517;08/28/2023 00:00:00.000000;Secretaria Municipal de Saúde;Núcleo de Segurança do Paciente;12415300000110;Instituição
AC;TARAUACÁ;Hospital Geral Drº Sansão Gomes;Hospital Drº Sansão Gomes;04521308000133;;03/06/2013 00:00:00.000000;Hospital;Núcleo de Segurança do Paciente;;Hospital
AL;ARAPIRACA;CHAMA;CHAMA CENTRO HOSPITALAR MANOEL ANDRE LTDA;04710210000124;2005417;02/14/2005 00:00:00.000000;Hospital;Núcleo de Segurança do Paciente;;Hospital
AL;ARAPIRACA;HOSPTIAL NOSSA SENHORA DO BOM CONSELHO;SOCIEDADE BENEFICIENTE NOSSA SENHORA DO BOM CONSELHO;;2005050;08/14/2018 00:00:00.000000;Hospital;Núcleo de Segurança do Paciente;24177305000131;Hospital
AL;ARAPIRACA;Hospital Afra Barbosa;Casa de Saúde e Maternidade Afra Barbosa Ltda;;2004976;04/11/2019 00:00:00.000000;Hospital;Núcleo de Segurança do Paciente;12171534000160;Hospital
AL;ARAPIRACA;Hospital Regional de Arapiraca;sociedade beneficente nossa senhora do bom conselho;24177305000131;2005050;06/22/2010 00:00:00.000000;Hospital;Núcleo de Segurança do Paciente;;Hospital
AL;ARAPIRACA;Rede de Frio;Rede de Frio;21013754000156;7003390;06/06/2018 00:00:00.000000;Prefeitura Municipal;Núcleo de Segurança do Paciente;;Orgão
AL;ARAPIRACA;UNIDADE DE EMERGENCIA DR DANIEL HOULY;SECRETARIA EXECUTIVA DE SAUDE;12200259000408;3015408;06/13/2007 00:00:00.000000;Hospital;Núcleo de Segurança do Paciente;12200259000165;Hospital
AL;CORURIPE;casa de saude e maternidade de coruripe;carvalho beltrao serviços de saude ltda;35642172000143;;09/01/2008 00:00:00.000000;Estabelecimento de Assistência a Saúde;Núcleo de Segurança do Paciente;;Instituição
AL;DELMIRO GOUVEIA;Hospital Regional do Alto Sertão;Secretaria de Saúde do Estado;;0806285;08/03/2022 00:00:00.000000;Hospital;Núcleo de Segurança do Paciente;12200259000165;Hospital
AL;MACEIÓ;CASA DE SAUDE CLINICA DE REPOUSO ULYSSES PERNAMBUCANO;CASA DE SAUDE CLINICA DE REPOUSO ULYSSES PERNAMBUCANO;12301131000198;;08/13/2001 00:00:00.000000;Estabelecimento de Assistência a Saúde;Núcleo de Segurança do Paciente;;
AL;MACEIÓ;CDR;CLÍNICA DE DOENÇAS RENAIS LTDA;69976629000178;;02/15/2019 00:00:00.000000;Estabelecimento de Assistência a Saúde;Núcleo de Segurança do Paciente;;Instituição
AL;MACEIÓ;CETEA;CETEA LTDA;45928964000213;4366174;01/12/2024 00:00:00.000000;Estabelecimento de Assistência a Saúde;Núcleo de Segurança do Paciente;45928964000132;Instituição
AL;MACEIÓ;CLINIALAGOAS;CLINIALAGOAS MEDICINA INTEGRADA LTDA;05608820000184;5238684;10/06/2023 00:00:00.000000;Estabelecimento de Assistência a Saúde;Núcleo de Segurança do Paciente;;Hospital
AL;MACEIÓ;CLINICA INTEGRACAO;INTEGRACAO I CENTRO DE DESENVOLVIMENTO INFANTIL LTDA;42650780000165;0935360;10/03/2023 00:00:00.000000;Estabelecimento de Assistência a Saúde;Núcleo de Segurança do Paciente;;Hospital
AL;MACEIÓ;CLINICA INTEGRACAO II;INTEGRACAO II CENTRO DE DESENVOLVIMENTO INFANTIL LTDA;45732224000126;3312534;10/06/2023 00:00:00.000000;Estabelecimento de Assistência a Saúde;Núcleo de Segurança do Paciente;;Hospital
AL;MACEIÓ;CLINICA INTEGRADA HERME BERNARDES;CLINICA MEDICA E PSICOLGICA INTEGRADA LTDA;41179441000180;7733100;12/29/2023 00:00:00.000000;Ambulatorio;Núcleo de Segurança do Paciente;;Instituição
AL;MACEIÓ;CLINICA REVIVER;CLINICA INTEGRADA REVIVER LTDA;16871722000151;7150105;11/27/2023 00:00:00.000000;Estabelecimento de Assistência a Saúde;Núcleo de Segurança do Paciente;;Instituição
AL;MACEIÓ;HEMOPAC;Banco de Sangue Oswaldo Calado S/S LTDA;12181996000168;2007029;02/18/2015 00:00:00.000000;Servico de Hemoterapia;Núcleo de Segurança do Paciente;;Instituição
AL;MACEIÓ;HOSPITAL DO CORAÇÃO ALAGOANO ADIB JATENE;HOSPITAL DO CORAÇÃO ALAGOANO ADIB JATENE;;3397874;01/18/2024 00:00:00.000000;Hospital;Núcleo de Segurança do Paciente;12200259000165;Hospital
AL;MACEIÓ;HOSPITAL DO CORAÇÃO DE ALAGOAS;CARDIODINÂMICA SS LTDA;;5195063;05/22/2018 00:00:00.000000;Hospital;Núcleo de Segurança do Paciente;01454407000151;Hospital
AL;MACEIÓ;HOSPITAL ESCOLA DR HELVIO AUTO;HOSPITAL ESCOLA DR HELVIO AUTO;12517793000876;2720035;02/25/2014 00:00:00.000000;Hospital;Núcleo de Segurança do Paciente;;Hospital
AL;MACEIÓ;HOSPITAL GERAL DO ESTADO DR OSVALDO BRANDAO VILELA;UNIDADE DE EMERGENCIA;;2006510;04/18/2012 00:00:00.000000;Hospital;Núcleo de Segurança do Paciente;12200259000246;Hospital
AL;MACEIÓ;HOSPITAL MEMORIAL ARTHUR RAMOS;COOPERATIVA DE SERVICOS MEDICOS E HOSPITALARES DE MACEIO LTD;01722424000122;2006472;12/16/2005 00:00:00.000000;Hospital;Núcleo de Segurança do Paciente;;Hospital
AL;MACEIÓ;HOSPITAL METROPOLITANO DE ALAGOAS;HOSPITAL METROPOLITANO DE ALAGOAS;;0136581;09/18/2020 00:00:00.000000;Hospital;Núcleo de Segurança do Paciente;12200259000165;Hospital
AL;MACEIÓ;HOSPITAL MÉDICO CIRÚRGICO;HOSPITAL MÉDICO CIRURGICO DE ALAGOAS;;7471955;03/17/2023 00:00:00.000000;Hospital;Núcleo de Segurança do Paciente;41161258000157;Hospital
AL;MACEIÓ;HOSPITAL NOSSA SENHORA DA GUIA;SANTA CASA DE MACEIÓ;12307187000230;6303153;04/19/2022 00:00:00.000000;Hospital;Núcleo de Segurança do Paciente;;Hospital
AL;MACEIÓ;HOSPITAL SANTO ANTÔNIO;ORGANIZAÇÃO MÉDICO HOSPITALAR DE ALAGOAS;12303269000126;2006340;07/11/2023 00:00:00.000000;Hospital;Núcleo de Segurança do Paciente;;Hospital
AL;MACEIÓ;HOSPITAL UNIMED;CASA DE SAUDE SAO SEBASTIAO LTDA;12442737000496;5253381;02/09/2007 00:00:00.000000;Hospital;Núcleo de Segurança do Paciente;;Hospital
AL;MACEIÓ;HOSPITAL UNIMED;CASA DE SAUDE SAO SEBASTIAO LTDA;12442737000496;5253381;02/09/2007 00:00:00.000000;Hospital Sentinela;Núcleo de Segurança do Paciente;;Hospital
AL;MACEIÓ;HOSPITAL VIDA;HOSPITAL VIDA;;2006960;12/12/2016 00:00:00.000000;Hospital;Núcleo de Segurança do Paciente;02476391000140;Hospital
AL;MACEIÓ;HOSPITAL VIDA;HOSPITAL VIDA S/S LTDA - EPP;02476391000140;2006960;09/02/2013 00:00:00.000000;Hospital;Núcleo de Segurança do Paciente;;Hospital
AL;MACEIÓ;HUPAA;Hospital Universitário Prof. Alberto Antunes;24464109000229;2006197;08/05/2011 00:00:00.000000;Hospital Sentinela;Núcleo de Segurança do Paciente;;Hospital
AL;MACEIÓ;Hospital Cliom;Hospital de Oncologia de Maceio LTDA;05612725000154;6492592;03/31/2022 00:00:00.000000;Hospital;Núcleo de Segurança do Paciente;;Hospital
AL;MACEIÓ;Hospital da Mulher Nise da Silveira;Hospital da Mulher Nise da Silveira;;9923837;08/19/2021 00:00:00.000000;Secretaria Estadual de Saúde;Núcleo de Segurança do Paciente;12200259000165;Instituição
AL;MACEIÓ;INSTITUTO DA VISAO;INSTITUTO DA VISAO LTDA;;2006499;03/15/2017 00:00:00.000000;Hospital;Núcleo de Segurança do Paciente;70014030000132;Hospital
AL;MACEIÓ;LABORATORIO HELIA MENDES;LABORATORIO DE ANALISES MEDICAS HELIA MENDES LTDA;12189700000155;;09/09/2014 00:00:00.000000;Estabelecimento de Assistência a Saúde;Núcleo de Segurança do Paciente;;Instituição
AL;MACEIÓ;LIGA ALAGOANA CONTRA TUBERCULOSE;LIGA ALAGOANA CONTRA TUBERCULOSE;12310579000178;;03/02/2006 00:00:00.000000;Estabelecimento de Assistência a Saúde;Núcleo de Segurança do Paciente;;Instituição
AL;MACEIÓ;MATERNIDADE ESCOLA SANTA MONICA;MATERNIDADE ESCOLA SANTA MONICA;12517793000604;2009250;12/15/2005 00:00:00.000000;Hospital Sentinela;Núcleo de Segurança do Paciente;;Hospital
AL;MACEIÓ;MEDRADIUS;CLINICA DE MEDICINA NUCLEAR E RADIOLOGIA DE MACEIÓ S/A;03866223000124;2006219;05/17/2007 00:00:00.000000;Estabelecimento de Assistência a Saúde;Núcleo de Segurança do Paciente;;Hospital
AL;MACEIÓ;ONCOCLINICA;ONCOCLINICA SERVICOS ONCOLOGICOS LTDA;01915949000184;;06/17/2021 00:00:00.000000;Hospital;Núcleo de Segurança do Paciente;;Empresa privada
AL;MACEIÓ;ORTOCLÍNICA;ORTOTRAUMA SERVIÇO MEDICO LTDA;;3905764;11/22/2023 00:00:00.000000;Estabelecimento de Assistência a Saúde;Núcleo de Segurança do Paciente;69973477000150;Hospital
AL;MACEIÓ;SANTA CASA;SANTA CASA DE MISERICORDIA DE MACEIO;12307187000150;2007037;08/18/2004 00:00:00.000000;Hospital Sentinela;Núcleo de Segurança do Paciente;;Hospital
AL;MACEIÓ;SESAU;SECRETARIA DE SAÚDE DO ESTADO DE ALAGOAS;12200259000165;7042671;12/10/2004 00:00:00.000000;Hemocentro;Núcleo de Segurança do Paciente;;Instituição
AL;MACEIÓ;SESAU;SECRETARIA DE SAÚDE DO ESTADO DE ALAGOAS;12200259000165;7042671;12/10/2004 00:00:00.000000;Hospital;Núcleo de Segurança do Paciente;;Instituição
AL;MACEIÓ;Sonoclin;Leite&Goes;;7310919;11/27/2023 00:00:00.000000;Estabelecimento de Assistência a Saúde;Núcleo de Segurança do Paciente;16819346000156;Hospital
AL;MACEIÓ;Terapia Kids;Terapia Kids Clinica LTDA;52147190000178;4720539;08/21/2024 00:00:00.000000;Estabelecimento de Assistência a Saúde;Núcleo de Segurança do Paciente;;
AL;MACEIÓ;UFAL ;UNIVERSIDADE FEDERAL DE ALAGOAS;24464109000148;;10/18/2005 00:00:00.000000;Hospital;Núcleo de Segurança do Paciente;;Hospital
AL;MACEIÓ;UNIDADE DE EMERGENCIA DR ARMANDO LAGES;UNIDADE DE EMERGENCIA DR ARMANDO LAGES;12200259000246;2006510;05/12/2006 00:00:00.000000;Hospital;Núcleo de Segurança do Paciente;;Hospital
AL;MACEIÓ;UNILAB - UNIDADE LABORATORIAL DE ALAGOAS;UNIDADE LABORATORIAL DE ALAGOAS S S LTDA. - UNILAB;35742394000138;3913562;07/21/2014 00:00:00.000000;Estabelecimento de Assistência a Saúde;Núcleo de Segurança do Paciente;;Instituição
AL;MACEIÓ;UNILAB - UNIDADE LABORATORIAL DE ALAGOAS;UNIDADE LABORATORIAL DE ALAGOAS S S LTDA. - UNILAB;35742394000138;3913562;07/21/2014 00:00:00.000000;Laboratório de Análises Clínicas;Núcleo de Segurança do Paciente;;Instituição
AL;MACEIÓ;dirad;dirad-tomografia e imagem ltda;;7259832;08/23/2021 00:00:00.000000;Estabelecimento de Assistência a Saúde;Núcleo de Segurança do Paciente;11544373000140;Hospital
AL;MACEIÓ;hospital da criança;hospital da criança;;2868628;05/27/2022 00:00:00.000000;Hospital;Núcleo de Segurança do Paciente;12200259000165;Hospital
AL;MACEIÓ;hospital de olhos santa luzia;hospital de olhos santa luzia;12305371000160;2006944;09/04/2018 00:00:00.000000;Hospital;Núcleo de Segurança do Paciente;;Hospital
AL;MACEIÓ;hospital do açúcar;fundação hospital da agroindústria do açúcar e do álcool de alagoas;12291290000159;2006448;10/05/2007 00:00:00.000000;Hospital;Núcleo de Segurança do Paciente;;Hospital
AL;MACEIÓ;hospital maceió;ultra som s/s;12361267000860;6485960;10/27/2009 00:00:00.000000;Estabelecimento de Assistência a Saúde;Núcleo de Segurança do Paciente;12361267000193;Hospital
AL;MACEIÓ;hospital unimed maceió;unimed maceió cooperativa de trabalho médico;12279907000110;5253381;03/05/2012 00:00:00.000000;Hospital;Núcleo de Segurança do Paciente;;Hospital
AL;MACEIÓ;reabilit;Multiphysio Fisioterapia Integrada Ltda;09381263000162;;10/09/2025 00:00:00.000000;Estabelecimento de Assistência a Saúde;Núcleo de Segurança do Paciente;;Instituição
AL;MACEIÓ;;UNIMAIS MEDICINA LABORATORIAL LTDA;12189700000317;;08/14/2023 00:00:00.000000;Estabelecimento de Assistência a Saúde;Núcleo de Segurança do Paciente;12189700000155;Instituição
AL;MACEIÓ;;UNIMAIS MEDICINA LABORATORIAL LTDA;12189700000406;5639743;02/26/2025 00:00:00.000000;Estabelecimento de Assistência a Saúde;Núcleo de Segurança do Paciente;12189700000155;Instituição
AL;MARECHAL DEODORO;UPA IRMA DULCE;ISAC - INSTITUTO DE SAUDE E CIDADANIA;;7372116;02/14/2020 00:00:00.000000;Hospital;Núcleo de Segurança do Paciente;14702257001252;Hospital
AL;PALMEIRA DOS ÍNDIOS;HOSPITAL REGIONAL DE PALMEIRA DOS ÍNDIOS;SECRETARIA DE ESTADO DA SAÚDE;;8093504;04/22/2026 00:00:00.000000;Hospital;Núcleo de Segurança do Paciente;12200259000165;Hospital
AL;PALMEIRA DOS ÍNDIOS;HOSPITAL REGIONAL SANTA RITA E MATERNIDADE SANTA OLIMPIA;SOCIEDADE BENEFICIENTE DE PALMEIRA DOS INDIOS;12509238000126;2010631;03/02/2006 00:00:00.000000;Hospital;Núcleo de Segurança do Paciente;;Hospital
AL;PENEDO;SANTA CASA DE MISERICORDIA DE PENEDO;SANTA CASA DE MISERICORDIA IRMANDADE GARCIA;12542999000180;2003775;09/24/2008 00:00:00.000000;Hospital;Núcleo de Segurança do Paciente;;Hospital
